  -3.7191446470,    1.9042294960,    1.9042294960,    1.9042294960
  -3.7191446470,    1.9042294960,    1.9042294960,    1.9042294960
  -3.7191446470,    1.9042294960,    1.9042294960,    1.9042294960
  -3.7191446470,    1.9042294960,    1.9042294960,    1.9042294960
  -3.7191446470,    1.9042294960,    1.9042294960,    1.9042294960
  -3.7191446470,    1.9042294960,    1.9042294960,    1.9042294960
  -3.7191446470,    1.9042294960,    1.9042294960,    1.9042294960
  -3.7191446470,    1.9042294960,    1.9042294960,    1.9042294960
  -3.7191446470,    1.9042294960,    1.9042294960,    1.9042294960
  -3.7191446470,    1.9042294960,    1.9042294960,    1.9042294960
  -3.7191446470,    1.9042294960,    1.9042294960,    1.9042294960
  -3.7191446470,    1.9042294960,    1.9042294960,    1.9042294960
  -3.7191446470,    1.9042294960,    1.9042294960,    1.9042294960
  -3.7191446470,    1.9042294960,    1.9042294960,    1.9042294960
  -3.7191446470,    1.9042294960,    1.9042294960,    1.9042294960
  -3.7191446470,    1.9042294960,    1.9042294960,    1.9042294960
  -3.7191446470,    1.9042294960,    1.9042294960,    1.9042294960
  -3.7191446470,    1.9042294960,    1.9042294960,    1.9042294960
  -3.7191446470,    1.9042294960,    1.9042294960,    1.9042294960
  -3.7191446470,    1.9042294960,    1.9042294960,    1.9042294960
  -3.7191446470,    1.9042294960,    1.9042294960,    1.9042294960
  -3.7191446470,    1.9042294960,    1.9042294960,    1.9042294960
  -3.7191446470,    1.9042294960,    1.9042294960,    1.9042294960
  -3.7191446470,    1.9042294960,    1.9042294960,    1.9042294960
  -3.7191446470,    1.9042294960,    1.9042294960,    1.9042294960
  -3.7191446470,    1.9042294960,    1.9042294960,    1.9042294960
  -3.7191446470,    1.9042294960,    1.9042294960,    1.9042294960
  -3.7191446470,    1.9042294960,    1.9042294960,    1.9042294960
  -3.7191446470,    1.9042294960,    1.9042294960,    1.9042294960
  -3.7191446470,    1.9042294960,    1.9042294960,    1.9042294960
  -3.7191446470,    1.9042294960,    1.9042294960,    1.9042294960
  -3.7191446470,    1.9042294960,    1.9042294960,    1.9042294960
